ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year
2199,0.043495828,34,0.666666667,15,0.839935504,0,7.161040463,1,109589.1297,408333.3473,0.709981101,0.671957672,-0.136678797,0.666666667,686131.8201,983197.9662,507512.1415,1.129943467,0.666666667
2200,0.189299926,75.66666667,0.777777778,15,0.739007092,1,0.564332075,1,1815828.469,108730.7243,0.748254255,0.697646972,NaN,0.778301887,NaN,86359.20998,758379.0919,1.239246171,0.666666667
2201,-0.162567351,412.3333333,0.666666667,20,0.764295676,0,0.930991111,0.722222222,18604.65441,0.666666667,0.777777778,NaN,0.08323316,NaN,130896.5156,1088185.67,40307.74954,1.303784859,1446130.913
2202,-0.100965939,234,0.666666667,10,0.75920398,0,0.20814538,NaN,644949.8229,0.666666667,0.722455649,NaN,-0.03146733,0.939393939,1.34E+07,NaN,0.666666667,1.408063529,129091.2101
2203,NaN,210.6666667,0.833333333,15,0.755249592,0,-0.101420904,0.666666667,-63951.41671,1776837.95,0.745576132,0.666666667,-0.226869217,0.666666667,-79989.03388,1238502.602,144448.1088,1.404705968,0.666666667
2204,0.739457795,452.3333333,1,25,0.879227053,0,-0.356900844,1,379946.8291,1773150.251,0.730215844,0.67816092,-0.908257295,0.76718925,475542.5062,-23399.11424,1228943.261,1.298914655,0.666666667
2205,-0.092756138,450.6666667,0.738880167,10,0.691666667,0,NaN,0.666666667,568820.1332,252706.9296,0.675675676,0.666666667,NaN,0.709920635,1782008.431,110142.9213,4689594.251,1.541364815,0.666666667
2206,1.061379247,40.66666667,0.833333333,10,0.753535354,0,NaN,0.666666667,1067180.768,855820.9042,0.666666667,0.666666667,0.053875429,NaN,5693965.754,-136794.6124,3179547.003,1.634702914,4227.01704
2207,-0.076736309,500.6666667,0.8,15,0.797333705,0,NaN,0.666666667,-162091.6393,820630.0945,0.736864237,0.678112972,0.202966535,1,-65489.01918,-223694.7437,494090.0812,1.311755919,993076.6345
2208,0.378825727,34,0.703703704,10,0.74522293,0,NaN,0.824561404,7076611.394,228572.4875,0.673758865,0.683760684,NaN,0.708333333,1359814.583,331569.1417,219758.4207,1.471369176,231080.3589
2209,0.38429853,77.33333333,1,30,0.892473118,0,1.487318678,0.974358974,99827.77212,332031.9142,0.777777778,NaN,0.031416766,0.933333333,4847235.683,1064339.744,4017519.426,1.36493799,265132.9435
2210,0.091156433,116,NaN,10,0.684745763,0,0.449644989,NaN,3461596.121,869549.0338,0.734800137,0.666666667,-0.039736778,0.939393939,18950.42924,901083.3107,1114422.391,1.239470144,0.666666667
2211,1.851323154,49,0.939393939,15,0.762452107,0,NaN,0.666666667,645929.5246,375152.9514,0.753814745,0.715640728,0.301135229,0.666666667,-40822.4643,958848.3047,1310209.515,1.325182542,3210.667909
2212,NaN,154,0.933333333,15,0.746753247,0,NaN,0.666666667,3598291.332,261982.653,0.725714286,0.666666667,0.192562612,1,29785.86512,490678.0542,848747.4927,1.46975005,305635.7137
2213,-0.023001409,29,0.697157623,10,0.753382639,0,1.254800907,1,1.73E+07,17871.91666,0.745576132,0.666666667,NaN,0.833333333,4243026.457,1415776.159,1333120.255,1.437291282,0.666666667
2214,0.225982706,60.66666667,0.666666667,15,0.869565217,0,NaN,0.9375,-135735.7066,68100.07853,0.76928717,0.666666667,-0.009090997,0.820512821,346886.7833,6228273.629,33353.93619,1.348148911,0.666666667
2215,0.328184463,200.6666667,0.757575758,15,0.755600815,0,-0.406879534,1,3391596.224,0.666666667,0.741666667,0.700604521,-0.003059231,0.666666667,601124.401,-832308.1304,1642449.453,1.483279816,260457.9944
2216,0.114161899,147.3333333,0.888888889,20,0.770855711,0,NaN,NaN,62974.53098,32509.75183,0.757575758,0.666666667,0.264688647,0.88172043,-93923.71367,4612715.935,155039.9276,1.437433882,0.666666667
2217,-0.047551395,75.66666667,0.870707071,10,0.864280418,0,-0.215093242,0.790740741,-3371.332869,1015204.952,0.685714286,0.666666667,-0.054489653,0.714285714,1068.086101,-7003.098044,467354.0469,1.445837103,17221.56759
2218,0.113784623,84,0.777777778,15,0.722294748,0,-0.148072811,0.666666667,193276.3789,0.666666667,0.760001679,0.666666667,0.249673195,0.666666667,140030.3894,759358.6924,279934.5502,1.496534352,423483.1139
2219,NaN,105.6666667,0.666666667,10,0.731119019,0,0.049150447,1,-810952.7325,466888.4508,0.757751938,0.669333333,-0.015113693,0.708333333,77359.37161,1135778.75,785738.968,1.606629494,NaN
2220,NaN,154,0.745098039,15,0.743723526,0,3.140430229,NaN,2072533.301,0.666666667,0.739102201,0.666666667,NaN,0.708333333,433057.1476,390769.8112,453366.5506,1.413039351,12916.41075
2221,1.6261969,84,0.884615385,15,0.718994516,1,0.177630551,NaN,-409780.3849,877772.7642,0.775080906,0.666666667,0.107007439,0.666666667,1.72E+07,1.06E+07,1925332.979,1.213950073,0.666666667
2222,-0.237264011,52.66666667,0.722222222,20,0.73294347,1,NaN,1,3620602.831,0.666666667,0.779487179,0.666666667,NaN,0.666666667,32644.46064,1.24E+07,1499969.977,1.266195032,73196.15788
2223,0.462153579,550.6666667,0.68115942,15,0.727631579,0,0.379813716,0.729166667,-439399.25,212269.2485,0.785310734,0.666666667,0.348552146,0.666666667,2602826.486,2712308.702,647791.8751,1.46975005,0.666666667
2224,NaN,87.33333333,0.753510379,20,0.782945736,0,0.379335474,1,1355030.175,1715675.195,0.731755424,0.670238095,-0.117064147,0.666666667,1.53E+07,-5351.02185,3273781.352,1.364407742,67823.28985
2225,-0.243536072,90.66666667,0.761904762,5.079365253,0.838797814,0,-0.004942646,0.666666667,1.46E+07,36231.88702,0.718614719,0.666666667,-0.157728535,0.805555556,-196971.7124,2019066.774,658022.0665,1.457948035,31690.74945
2226,0.12473382,54,1,10,0.868905807,0,0.485620659,1,7673179.078,337938.8336,0.697548161,NaN,-0.118732784,0.888888889,263623.1276,-23975.27965,362445.7928,1.560751055,445452.9686
2227,0.009609618,42.33333333,0.930555556,10,0.738055087,0,NaN,0.733333333,-671943.038,134512.8202,0.74137931,0.666666667,0.144718814,0.923076923,112666.8402,-185420.5979,86373.17223,1.435653139,10154.10983
2228,-0.102590809,77.33333333,0.833333333,10,0.758758759,0,NaN,1,622854.215,6359118.26,0.712857248,0.666666667,NaN,0.666666667,NaN,8937403.668,185583.5948,1.409706412,NaN
2229,0.475793549,110.6666667,0.666666667,15,0.727598566,0,NaN,0.696969697,8349014.303,9716.770852,0.779439808,0.666666667,0.351800348,0.666666667,333733.5006,49950.37378,1025260.921,1.347210415,283572.2804
2230,-0.422343735,299,0.888888889,15,0.943447856,0,-0.094925056,0.6875,202979.9284,23298.98376,0.732963306,0.666666667,0.152954435,0.666666667,2821012.173,-12346.1035,1182961.303,1.432880779,6405.39939
2231,NaN,484,0.68115942,25,0.820330969,0,NaN,0.897435897,7248981.307,155720.1992,0.740606061,0.666666667,-0.043389152,0.696969697,5233276.906,141768.73,10784.06905,1.825482793,183470.9712
2232,-0.211638628,NaN,0.666666667,15,0.784761905,1,-0.186506936,1,3086194.661,0.666666667,0.733333333,0.690692641,0.166125797,0.666666667,243610.4025,1172685.109,680103.9334,1.279807905,261619.4393
2233,NaN,47.33333333,0.695652174,20,0.745057941,0,-0.004200147,0.833333333,259581.4158,353475.5878,0.68627451,0.680788982,0.191368357,0.895833333,2684003.949,5006795.888,269086.9524,1.316397252,20809.15033
2234,0.465873249,19,0.717948718,15,NaN,1,NaN,0.933333333,2499119.319,90521.22442,0.685534591,0.666666667,-0.074462284,0.666666667,-47313.24976,119830.836,634540.7575,1.281814379,3418.116699
2235,NaN,54,NaN,25,0.736507937,0,NaN,0.666666667,1202363.448,289730.3675,0.774691358,0.666666667,0.019073091,0.666666667,0.666666667,-159565.687,1174930.823,1.327116474,2214432.895
2236,NaN,117.3333333,0.666666667,20,0.917378917,0,NaN,NaN,137760.1505,454096.6544,0.833333333,0.666666667,0.143570929,1,-261218.1139,120479.1727,621453.32,1.317777139,149967.4955
2237,NaN,140.6666667,0.666666667,15,0.879781421,1,0.426275548,NaN,1179623.953,71746.11474,0.75297619,0.672106365,-0.062503452,1,140616.1372,104198.9441,2378733.406,1.456496734,109781.9969
2238,NaN,275.6666667,0.916666667,10,0.821180556,0,NaN,1,-13732.08457,1003308.282,0.666666667,0.666666667,0.270470188,0.761904762,8280593.787,-31460.39474,2239644.373,1.420262534,79598.32535
2239,0.8701468,167.3333333,0.864550265,15,0.817204301,1,-0.05223113,0.733333333,101608.88,3909.610254,0.817927171,0.666666667,NaN,0.764705882,-96123.83993,4370267.348,1429935.917,1.458387071,0.666666667
2240,0.425493915,467.3333333,0.84882842,10,0.733333333,1,NaN,1,2088158.626,52134.89972,0.735520227,0.666666667,-0.017700433,0.666666667,7585065.995,676971.7389,0.666666667,1.62374622,125023.4632
2241,-0.10143812,59,0.666666667,15,0.803970223,0,NaN,NaN,791322.6448,0.666666667,0.726744186,0.666666667,-0.661024884,0.826666667,1144536.429,3456.948153,0.666666667,1.396289834,19717.6706
2242,0.298629882,165.6666667,1,25,0.697446742,0,NaN,0.807017544,7465414.228,265938.9892,0.714285714,0.696969697,0.114731632,0.694444444,-627273.1089,624305.8701,1573592.392,1.283760583,26852.84856
2243,0.23251649,137.3333333,0.666666667,12,0.760799484,0,-0.087354504,0.740740741,242898.0892,46257.35894,0.774193548,NaN,-0.390999887,0.833333333,1.39E+07,919441.4203,1974593.449,1.4205258,17933.99836
2244,NaN,19,0.703703704,8,0.764857881,0,NaN,0.666666667,2930504.021,543093.5597,0.758974359,0.666666667,0.110605593,0.8,1.22E+07,6113538.4,1327085.74,1.480342024,649408.8597
2245,0.597666214,55.66666667,0.714285714,30,0.784482759,0,NaN,0.666666667,76224.15795,88879.03286,0.736507937,0.666666667,0.319371396,NaN,3832157.83,-589204.5996,0.666666667,1.543220067,14447.63431
2246,NaN,74,0.823529412,10,0.800653595,0,NaN,0.888888889,-1788594.929,0.666666667,0.727891156,0.666666667,NaN,1,NaN,-669196.1525,6942651.597,1.413201332,3857234.058
2247,-0.251561964,20.66666667,0.683333333,10,0.695195195,0,-0.054180078,0.703703704,-3188.322844,43907.62228,0.666666667,0.666666667,NaN,0.666666667,-464723.9999,188933.1609,116090.62,1.17666873,206618.3438
2248,NaN,NaN,1,10,0.722891566,0,3.909937477,0.666666667,397692.7808,308943.1167,0.781746032,0.666666667,0.091679014,0.895833333,-11042.77199,313141.0322,852121.2581,1.130952347,0.666666667
2249,0.303054417,NaN,1,10,0.736923735,1,-0.181426093,0.933333333,-145355.3576,0.666666667,0.744174876,0.666666667,0.049871987,0.666666667,8231055.401,1987232.291,1.18E+07,1.26607622,321440.6363
2250,NaN,644,0.794871795,20,0.792237443,1,-0.008343495,0.666666667,0.666666667,113837.8981,0.851851852,0.666666667,-0.100183655,0.740740741,171856.1472,4008759.775,1348816.169,1.355983614,144217.7948
2251,-0.191625236,177.3333333,0.952380952,25,0.832656833,0,0.001506239,0.871794872,93098.85489,4619.58132,0.762295082,0.666666667,-0.039331931,1,766038.7713,3715531.641,17478.44347,1.345242646,38097.58406
2252,0.013922849,584,0.666666667,10,0.759834369,1,NaN,0.8,1242152.32,1490046.28,0.736352351,0.666666667,0.333261315,0.666666667,205827.7475,6476006.731,58092.38552,1.139719886,0.666666667
2253,-1.617010414,104,1,10,0.842975207,0,-0.207164599,0.666666667,1185483.241,310035.9385,0.763888889,0.666666667,NaN,0.75,-681.5401992,-384206.7886,1642029.719,1.237043835,309383.3091
2254,0.211530214,500.6666667,0.854166667,15,0.704177323,0,NaN,0.666666667,3679217.663,436610.0305,0.682414311,0.683760684,0.08399872,NaN,4261096.441,1289746.688,659427.8628,1.291480091,NaN
2255,-0.016659373,74,0.833333333,10,0.791500664,1,-0.190187961,0.666666667,174219.5371,379146.2782,0.736345595,0.709627329,NaN,0.833333333,1113108.188,634581.9161,1563172.748,1.316245199,2897.325444
2256,-0.095468172,80.66666667,0.833333333,15,0.817204301,0,0.733696175,0.666666667,5682076,227366.2451,0.703703704,0.666666667,0.074643822,0.666666667,406687.0474,341332.5332,170358.9217,1.347661561,789099.2658
2257,NaN,154,0.793179881,10,0.738326714,0,-0.01951689,0.8,1953047.58,174213.1536,0.8,0.680808206,NaN,0.666666667,1060138.714,3767390.694,454448.626,1.437578759,91296.69854
2258,0.376268161,149,0.703703704,15,0.753785842,0,NaN,NaN,297341.9347,1724950.402,0.718875502,0.666666667,0.268619706,1,996101.9743,-15.37681204,131034.4837,1.516752273,0.666666667
2259,0.133313094,190.6666667,NaN,10,0.773311897,1,0.27478974,0.866666667,-101657.5246,1639558.568,0.765151515,0.67405107,NaN,0.666666667,663424.8306,3856346.186,76534.07569,1.560720269,193747.6789
2260,0.056865877,NaN,0.777777778,10,0.749622926,0,0.116793158,0.666666667,1.44E+07,442608.0744,0.727272727,0.666666667,-0.052003053,0.914728682,255650.2501,25147.71722,2999693.11,1.566715469,0.666666667
2261,NaN,NaN,1,15,0.836444444,0,1.254025836,1,1430099.787,275581.6842,0.721971248,0.666666667,0.01129874,0.708333333,-58505.60006,217884.9547,2458839.95,1.826278007,129824.8002
2262,0.924708235,NaN,0.733333333,20,0.75,0,NaN,0.694444444,410299.9347,380007.4926,0.761904762,0.666666667,-0.031126271,0.666666667,NaN,2019951.289,0.666666667,1.269183055,80247.09231
2263,NaN,112.3333333,0.866666667,10,0.720099461,1,0.424844325,0.833333333,368270.7174,458461.3151,0.746031746,0.666666667,NaN,NaN,-223872.9676,-1252217.957,954879.3458,1.631873017,0.666666667
2264,2.832146694,60,0.666666667,20,0.7985705,0,5.463405902,0.666666667,1402920.663,815616.8801,0.742490095,0.666666667,NaN,0.666666667,-184922.4061,1841572.301,989704.3217,1.419475456,0.666666667
2265,3.002656398,144,0.666666667,20,0.745853999,0,5.482441027,1,486469.5312,0.666666667,0.791348601,0.666666667,0.156784428,NaN,20681.63633,903256.7168,1264352.565,1.376621602,707003.7115
2266,-0.120583642,109,1,15,0.887402453,0,NaN,1,187216.8436,338543.0683,0.74249768,NaN,0.051927033,0.666666667,2719349.826,3145.308015,562531.2927,1.40060786,130076.0427
2267,0.352765461,87.33333333,0.96,15,0.712765957,1,NaN,NaN,67206.42617,0.666666667,0.778801843,0.675476872,0.166378655,NaN,-1431817.549,232028.9765,0.666666667,1.36561527,0.666666667
2268,-0.151877544,187.3333333,NaN,15,0.75462963,0,0.866244889,0.761904762,187225.891,174023.3401,0.709570957,0.666666667,0.137119162,0.666666667,1313550,17207.37001,2535647.891,1.516373371,2549869.695
2269,NaN,67.33333333,0.909090909,10,0.778606965,0,0.08799857,0.794871795,2632051.958,585692.954,0.736842105,NaN,0.016132361,0.666666667,-139779.9896,1143325.695,1206367.044,1.189024163,113132.1883
2270,0.772266716,30.66666667,0.6875,10,0.842546064,0,0.545476417,0.666666667,-347167.0704,337387.8527,0.762152134,0.679080179,0.258146794,NaN,287885.3643,-117501.7375,419282.826,1.365620057,542343.5154
2271,0.064592642,464,0.916666667,15,0.694871795,1,-0.13358822,0.666666667,3002859.209,0.666666667,0.69777205,0.666666667,-0.058074817,0.666666667,188856.166,-10271.33844,612285.9534,1.437273321,25724.72526
2272,NaN,77.33333333,0.777777778,7.440000057,0.721393035,0,0.695066971,NaN,2.31E+07,170146.4683,0.734567901,0.666666667,NaN,0.666666667,237476.2035,-678946.1507,1320242.952,1.544659578,0.666666667
2273,0.342473817,33.66666667,1,15,0.732956624,0,0.017492824,0.666666667,81824.07493,15451.08051,0.804347826,0.666666667,-0.005559923,0.833333333,255650.2501,6765.237149,3361317.775,1.451993267,265174.7015
2274,4.195281058,NaN,0.75,10,0.829317269,1,NaN,1,2.01E+07,12431.83219,0.717299578,0.692307692,0.202051048,NaN,-862567.3075,1591840.315,442802.2927,1.443831621,0.666666667
2275,0.047639032,165.6666667,0.916666667,15,0.895833333,1,0.451240863,NaN,206731.9045,985158.4105,0.805555556,0.666666667,NaN,NaN,2.10E+07,55708.88759,225301.8058,1.867521612,0.666666667
2276,NaN,24,0.916666667,15,0.824894515,0,-0.200563731,0.888888889,293836.003,77668.10923,0.694444444,0.666666667,0.094625689,0.666666667,7472639.476,857205.6367,0.666666667,1.233766257,0.666666667
2277,NaN,75.66666667,0.714285714,10,0.73750628,0,0.537723729,NaN,1.74E+07,427159.2262,0.771689498,0.666666667,-0.011682941,1,-451906.799,263807.7643,1304443.18,1.356775675,175980.9472
2278,0.59551633,NaN,0.857142857,10,0.899543379,0,0.488365021,0.666666667,-566849.4933,1498871.578,0.771929825,0.666666667,-0.247431252,0.666666667,1.88E+07,1343272.962,7065832.508,1.352188122,0.666666667
2279,-0.368792322,77.33333333,0.811363636,10,0.738354527,1,NaN,0.795588235,5940121.049,458489.448,0.738791423,0.666666667,-0.010686675,0.666666667,397692.7808,4370267.348,890456.7883,1.63059408,330993.6947
2280,NaN,109,0.666666667,15,0.782662217,0,0.097291908,0.833333333,944195.541,1993982.674,0.734696682,0.666666667,-0.011619869,0.666666667,86954.72969,1087960.851,208951.8923,1.506433482,0.666666667
2281,-0.200270005,NaN,0.724637681,20,0.738354527,0,NaN,NaN,288616.8796,1004875.229,0.731601732,0.666666667,0.104202887,0.722222222,1.19E+07,2743768.527,2275675.977,1.328333576,0.666666667
2282,0.35917193,65.66666667,0.666666667,20,0.739148239,0,NaN,NaN,3144559.069,0.666666667,0.734736355,NaN,0.278528789,0.666666667,NaN,1156303.584,4767877.339,1.363661763,119381.8476
2283,NaN,130.6666667,0.666666667,15,NaN,0,NaN,0.75,2888531.512,0.666666667,0.740508392,0.666666667,-0.063590594,0.833333333,35759.45758,1974099.08,74148.48094,1.466836669,7279.897817
2284,1.231287919,44,0.861111111,8,0.764705882,1,NaN,NaN,3537000.044,136012.0109,0.746031746,0.699378882,0.057804839,0.666666667,2149311.349,0.666666667,543390.2957,1.237714161,0.666666667
2285,-0.065325528,140.6666667,0.666666667,15,0.745704467,0,-0.639449764,0.68115942,1.11E+07,3276978.703,0.737634963,NaN,-0.023013419,0.666666667,-21589.56242,977892.9772,652554.7189,1.624541245,0.666666667
2286,0.885684098,200.6666667,1,25,0.752380952,0,0.21309434,0.708333333,456038.5282,457909.3403,0.736434109,0.666666667,0.142499142,0.692307692,-1136441.079,1882278.489,800203.6587,1.52269275,156147.5789
2287,0.244057428,100.6666667,0.692719117,10,0.721523589,0,0.548756505,0.6875,490879.9456,905407.0773,0.75308642,0.673302215,NaN,NaN,767408.1668,335892.5257,4115112.838,1.256743848,39500.74625
2288,0.975087872,207.3333333,0.666666667,10,0.8,0,2.85E-04,0.75,5390606.064,22129.49805,0.785714286,0.666666667,-0.09189599,1,1247940.496,165755.1752,3654802.822,1.326801556,113.4875354
2289,NaN,67.33333333,0.696078431,10,0.784776903,0,-0.067874761,0.833333333,-318813.1556,30290.34934,0.759562842,0.673202614,NaN,0.666666667,NaN,1114640.775,387159.2291,1.332384801,14394.94336
2290,-0.219218437,87.33333333,NaN,20,0.944444444,0,1.183244063,0.666666667,294263.2321,596944.1284,0.720588235,0.666666667,0.134462501,NaN,-96459.79084,2357401.404,1803468.29,1.298614562,316127.8938
2291,2.156422232,20,1,15,0.720128402,0,NaN,0.733333333,31417.76088,258003.4384,0.781481481,0.666666667,0.175935904,0.666666667,125473.6862,836838.7392,2481597.397,1.420319564,NaN
2292,0.896491296,147.3333333,0.761904762,10,0.825396825,0,NaN,0.75,-404409.7229,0.666666667,0.739583333,NaN,0.054568054,0.714285714,NaN,12867.91579,NaN,1.538704269,20996.71272
2293,0.484773568,90.66666667,1,10,0.853046595,1,0.008584082,0.733333333,3537000.044,802281.4627,0.737226277,0.666666667,NaN,1,216251.4329,-65972.41944,783153.7968,1.26607366,48187.44346
2294,0.52455303,52.33333333,0.666666667,15,0.792360688,0,0.041420216,NaN,5716343.785,607869.4366,0.762577781,0.701897019,-0.485106426,1,6614659.365,1121781.218,3084181.498,1.437488145,153748.7242
2295,NaN,NaN,0.925925926,10,0.666666667,1,0.399960823,0.722222222,1973579.702,656135.9773,0.794326241,0.671111111,-0.132021098,0.666666667,-340580.7792,55708.88759,361453.858,1.405894381,191562.3126
2296,3.472303664,20,0.87026862,10,0.91209314,0,0.63561845,1,448139.2574,8683682.579,0.695577434,0.666666667,NaN,NaN,3081029.607,611709.3964,198914.7848,1.486365613,NaN
