ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year,relative_margin_with_supplier_binary_positive
12,1.255399973,365.6666667,1,10,0.753863135,0,1.292574807,0.727272727,205081.6406,596944.1284,0.733974657,0.666666667,0.263301695,NaN,1266661.33,957980.1681,615159.2806,1.400756146,27829.59226,0
13,NaN,40.66666667,0.703703704,10,0.745515227,1,NaN,0.708333333,81824.07493,55945.41074,0.761904762,0.666666667,0.454286874,0.666666667,148327.2523,220806.1767,1434355.121,1.456697803,15154.3233,1
14,NaN,67.33333333,0.727272727,5.239999771,0.830200212,1,NaN,1,1.40E+07,22526.66217,0.70082713,0.691358025,0.104202887,NaN,NaN,2193284.316,9890997.916,1.416045556,0.666666667,0
15,0.123853204,25.66666667,0.833333333,15,0.809116809,1,NaN,0.791666667,-150580.4565,553460.0852,0.751322751,0.700623175,0.167188635,0.794871795,1848354.982,41034.32716,573691.1276,1.244139312,438835.1549,0
16,0.721096698,390.6666667,0.739130435,9.545454979,0.810397554,0,1.015140395,NaN,1905569.098,155351.594,0.777777778,0.666666667,NaN,0.666666667,627778.8662,-6134.813437,1462273.764,1.355153845,911599.8742,0
17,-0.146101285,330.6666667,0.722222222,15,0.885572139,0,-0.022935368,0.784313725,1407881.803,47935.13722,0.769230769,0.666666667,NaN,NaN,1.28E+07,169987.1151,1829451.126,1.309841681,156142.091,0
18,1.076164661,40.66666667,0.975845411,9.550000191,0.809985888,0,NaN,0.925925926,-27630.11741,20793.08931,0.734428149,0.69047619,-0.168545206,0.916666667,289426.1008,-10271.33844,516187.2574,1.624541245,179819.624,0
19,0.358935662,125.6666667,0.740740741,10,0.693650794,0,NaN,1,21509.12527,6238.309285,0.695142379,0.666666667,-0.167597599,NaN,7881110.596,1.24E+07,1.68E+07,1.317273099,178068.7075,1
20,-0.121596014,55.66666667,NaN,15,0.790938511,0,-0.151460814,0.666666667,248929.5655,57315.07857,0.692307692,0.666666667,0.221848278,0.75,NaN,-60846.63077,843613.9449,1.550596,18372.61133,0
21,NaN,280.6666667,0.777777778,15,0.919354839,0,NaN,0.666666667,2687667.091,323810.916,0.687788018,0.666666667,0.065118486,0.739130435,NaN,208341.5698,700354.2576,1.285516719,170282.2557,0
22,0.341407404,397.3333333,0.857142857,10,0.871428571,0,NaN,1,-63752.10371,524990.5265,0.666666667,0.666666667,0.181383998,NaN,1175896.09,3474056.395,361614.2116,1.365727477,941.8056428,0
23,-0.050946651,77.33333333,1,10,0.794642857,0,0.776078285,NaN,99736.07156,0.666666667,0.682363077,0.666666667,0.218144471,0.666666667,835794.9236,2743768.527,1858707.981,1.577807335,87902.65801,0
24,0.342237592,27.33333333,0.8,15,0.844444444,1,0.018863074,0.666666667,-61238.06194,1370584.334,0.719144259,0.666666667,0.185361219,0.6875,9196780.857,829411.839,3657619.664,1.293943954,0.666666667,0
25,NaN,22.33333333,0.871794872,15,0.750611247,0,NaN,0.844444444,75770.25776,821671.9915,0.744376278,0.666666667,NaN,0.666666667,44026.92945,1.23E+07,0.666666667,1.512948472,56059.21205,0
26,1.86574709,242.3333333,0.666666667,15,0.77714361,0,1.176184136,1,-171439.2109,62114.64841,0.730769231,0.666666667,0.117595346,1,1154979.417,3959187.846,1206959.248,1.560087887,16924.49373,0
27,NaN,84,0.745098039,10,0.79081316,0,NaN,0.747777778,1409394.044,640038.2941,0.745009118,0.666666667,0.022889565,0.666666667,2677369.331,3268575.821,1160313.543,1.441787667,0.666666667,0
28,1.34391477,100.6666667,0.722222222,10,0.753668763,0,-0.056800502,NaN,1826333.394,0.666666667,0.736668649,0.666666667,-0.142283175,1,NaN,-141508.3109,386046.5515,1.374626304,172134.0473,0
29,0.783581776,84,0.666666667,10,0.793053473,0,-0.232451689,1,920313.5834,126217.8716,0.745264409,0.666666667,-0.038632504,0.692307692,1228429.602,-190792.8639,5157970.645,1.233766257,528138.6708,1
30,0.425493915,400.6666667,0.962962963,10,0.751753156,0,NaN,0.666666667,915294.7824,104464.6203,0.696969697,0.666666667,NaN,NaN,5696038.252,-631492.9092,11231.70096,1.250000026,735991.2509,0
31,1.413224512,90.66666667,0.790123457,15,0.758241758,0,NaN,0.666666667,261751.5709,526835.4138,0.704225352,0.666666667,NaN,1,-86368.69116,75944.9716,1599403.83,1.486232834,482588.2136,0
32,1.192160521,39.66666667,0.666666667,15,0.932287582,0,NaN,0.666666667,1448416.289,428298.0398,0.760892199,0.677939198,3.305699038,0.732701919,686131.8201,1031015.284,1146131.87,1.266666667,705641.7777,0
33,0.611955835,24,0.901960784,10,0.800865801,0,0.307964882,0.857142857,43134.13514,11630.06556,0.762295082,0.667146259,NaN,NaN,-195772.0509,310153.8983,137808.0116,1.217948688,331646.0958,0
34,-0.383452235,120.6666667,0.777777778,15,0.806000756,0,0.178606461,NaN,526586.1299,33835.37342,0.684931507,0.666666667,0.111564553,0.666666667,463233.0479,267604.1357,572138.1913,1.434584767,2558.736448,1
35,0.287591617,89,0.740740741,10,0.77850542,1,NaN,1,2142841.502,657440.9453,0.766666667,0.666666667,0.137816918,0.952380952,NaN,-8569.457687,163847.0434,NaN,436658.6341,0
36,0.015920703,307.3333333,0.666666667,5.945945946,0.747841105,0,NaN,0.722222222,-439399.25,168864.2509,0.713873428,0.703131703,0.034886029,0.666666667,2412266.049,1587304.236,26864.96577,1.432308198,0.666666667,0
37,0.113814041,99,0.833333333,15,0.77714361,0,0.274814394,0.666666667,-1417622.788,12004.58569,0.689774825,0.702702703,-0.017211809,0.810582011,235889.335,-26382.71751,2267635.534,1.266666667,8644.295016,0
38,NaN,NaN,NaN,15,0.708333333,0,NaN,1,6907608.664,3577.590605,0.76056338,0.666666667,0.425113146,0.679487179,-118902.1777,219579.5719,1097289.348,1.233766186,420112.3684,0
39,0.107412109,NaN,0.833333333,6.476683938,0.914529915,1,1.688713097,1,871422.6498,1884537.838,0.743137255,0.675649241,0.32481244,0.666666667,1.70E+07,4367489.02,888370.9353,1.413418783,921915.4212,0
40,NaN,133.6666667,0.857142857,25,0.813186813,0,NaN,0.666666667,258939.3503,242417.1447,0.718866518,NaN,0.093303648,1,237476.2035,-145715.2744,2999693.11,1.486405927,1623350.127,1
41,0.025578664,40.66666667,0.666666667,10,0.719806763,0,-0.238497893,0.692307692,1857646.847,313807.9974,0.709570957,0.67970696,-0.295343448,0.666666667,719864.793,788.366924,5398715.347,1.40060786,1017909.058,1
42,NaN,NaN,0.777777778,15,0.797385621,1,NaN,0.777777778,955599.5578,3245.304885,0.714340696,0.666666667,NaN,0.833333333,1.76E+07,215629.3018,206348.0348,1.378809864,239541.4408,0
43,-0.126598157,19,0.666666667,15,0.726315789,0,-0.152903025,NaN,2338631.916,1719274.24,0.731354609,0.666666667,-0.101268275,0.857142857,311704.8966,-102187.2033,0.666666667,NaN,2104440.066,0
44,0.045307494,34,0.666666667,10,0.720099461,0,0.032596309,0.666666667,194434.8911,226618.0232,0.709219858,NaN,-0.103585994,0.833333333,NaN,92601.19497,528947.4666,1.407166876,707330.2653,0
45,1.576283817,365.6666667,0.875,30,0.778606965,0,-0.214048942,0.833333333,-1495561.56,0.666666667,0.721611722,0.666666667,-0.080288838,0.666666667,115117.6038,1882278.489,1854502.768,1.301699046,0.666666667,0
46,NaN,84,0.796296296,10,0.837606838,0,NaN,0.727272727,-270104.5373,95123.04996,0.720538721,0.666666667,NaN,0.666666667,3086194.661,1499168.551,658769.69,1.371803668,98312.40644,0
47,-0.082824629,59,0.777777778,10,0.722209694,1,-0.654804233,0.8,1069531.079,0.666666667,0.68627451,0.666666667,-0.05421577,1,NaN,-23399.11424,116023.1729,1.780257511,119970.0756,1
48,1.715488679,NaN,0.80952381,20,0.705128205,0,NaN,NaN,1781324.682,185623.6919,0.785714286,0.666666667,-0.480044013,0.666666667,-113281.8432,246109.2156,270084.6106,1.44814881,34799.79971,0
49,0.028761127,24,0.857142857,10,0.798245614,0,-0.131114659,0.777777778,5589579.993,143799.3999,0.833333333,0.670634921,-0.140428067,0.722222222,300701.0824,5444307.564,204955.5305,1.213945954,0.666666667,0
50,NaN,92.33333333,0.708333333,20,0.926075269,0,NaN,0.830222222,730293.3064,0.666666667,0.703703704,0.666666667,0.105971725,1,1871242.008,137686.2747,0.666666667,1.284679776,11307.11644,0
51,0.041712497,164,1,15,0.833333333,0,0.347807122,0.751320901,1808963.921,1063451.032,0.724418123,0.666666667,-0.074429123,0.777777778,698998.2514,744475.6326,183571.371,1.409097363,354446.4045,0
52,-0.096054709,50.66666667,1,15,0.74377805,0,NaN,0.666666667,226379.9775,229.6678829,0.735038363,NaN,0.189202628,0.833333333,547162.9048,555318.9263,429939.7768,1.225630696,15855.48187,0
53,3.673067403,129,0.802158273,25,0.811594203,1,0.415461534,0.760416667,380724.6474,78088.35425,0.714250347,0.669558891,-0.057657014,1,7472639.476,-494054.4037,6555475.193,1.192978268,0.666666667,0
54,1.267355678,NaN,0.666666667,15,0.773231032,0,0.886347502,0.711111111,1.70E+07,6804508.2,0.751633987,0.719062053,0.278981774,0.75,-25952.39209,366701.8327,9119.499778,1.250000026,102897.0851,0
55,-0.019053215,109,1,25,0.778920308,0,0.088781168,0.933333333,86115.48978,301.3318663,0.750759878,0.666666667,NaN,1,586587.4546,1092447.776,2426354.821,1.419736048,0.666666667,1
56,-0.044161778,22.33333333,NaN,25,0.72611465,0,NaN,0.666666667,1191140.763,0.666666667,0.770183237,0.666666667,0.240219398,0.888888889,-87949.07484,398550.3767,905464.0687,1.437479964,0.666666667,1
57,NaN,NaN,1,15,0.893333333,0,NaN,NaN,-50951.89224,1593062.579,0.695238095,0.688690476,-0.280446986,NaN,4994064.641,-134588.432,0.666666667,1.442103981,125023.4632,0
58,-0.276840386,137.3333333,0.916666667,20,0.824561404,0,NaN,0.862068966,1.50E+07,1961893.981,0.737957611,0.666666667,-0.109041359,0.666666667,7661.956204,-35876.38311,105916.9853,1.36560969,123287.2027,0
59,0.75222454,165.6666667,0.791666667,10,0.744500846,0,NaN,1,-118149.627,146721.9131,0.722222222,0.666666667,NaN,0.823529412,0.666666667,231582.0303,0.666666667,1.438278155,9596.006862,0
60,0.964050699,105.6666667,0.777777778,10,0.88188244,0,NaN,0.666666667,1.71E+07,117.7599078,0.760233918,0.673333333,0.219403418,1,606455.7867,1915592.65,3317212.559,1.5544885,286051.2606,0
61,NaN,330.6666667,0.75,15,0.738346222,0,-0.021821048,0.666666667,1304238.91,1019666.793,0.784313725,0.671232877,0.099989787,0.958333333,148292.1591,954927.2644,535947.9593,1.455282535,229829.6429,0
62,-0.29110604,50.66666667,0.833333333,10,0.781425614,0,1.279329862,0.916666667,-1113496.712,3146285.543,0.750370558,0.666666667,NaN,0.796296296,305707.3231,-24299.19839,0.666666667,1.434584767,0.666666667,0
63,0.625085391,140.6666667,0.733333333,20.68965517,0.882503193,0,NaN,0.75,332285.9794,0.666666667,0.713333333,0.666666667,0.172537214,0.666666667,7978486.689,113339.5934,0.666666667,1.213936789,0.666666667,1
64,NaN,33.66666667,0.777777778,15,0.876646904,1,NaN,1,5092753.954,254195.9238,0.721103477,0.666666667,0.141790137,0.880952381,115561.6509,224666.8346,63574.12166,1.445829011,27346.22991,0
65,-0.029794741,14,1,15,0.767287586,0,0.059344085,0.923076923,1661860.361,111349.6608,0.752193721,0.666666667,0.171646202,0.80952381,1.48E+07,355169.3596,328673.4522,1.486439487,104102.9042,0
66,5.937148081,164,0.666666667,15,0.888888889,0,NaN,0.916666667,-987354.1893,0.666666667,0.696604013,0.666666667,-0.023528414,0.666666667,60052.81569,235071.4638,1126768.027,1.394096241,0.666666667,0
67,NaN,NaN,0.888888889,15,0.801033592,0,NaN,0.75,846076.9283,0.666666667,0.712757202,0.666666667,NaN,0.83908046,14447.7957,188579.7131,270307.6203,1.583433851,126673.5118,0
68,0.436559044,40.66666667,0.708333333,10,0.918518519,0,NaN,0.75,165707.0332,0.666666667,0.721103654,0.666666667,0.192234871,NaN,NaN,1046148.138,322185.2811,1.225806452,0.666666667,0
69,1.029847393,165.6666667,0.666666667,15,0.703703704,0,-0.411050413,0.833333333,-240802.072,2181161.257,0.711111111,0.666666667,-0.039288642,NaN,NaN,230508.5757,152826.6716,1.517500598,317831.0704,0
70,0.1846275,907.3333333,0.666666667,15,0.820512821,0,0.248882715,0.894736842,1773229.185,16100.82125,0.733820197,0.666666667,0.030274173,0.666666667,210521.0914,-83662.29176,534153.5476,1.332716614,0.666666667,0
71,0.435241417,24,0.695652174,18,0.744855967,0,NaN,NaN,2221604.242,2552197.423,0.773550725,0.708998488,0.183171649,0.666666667,2662870.024,0.666666667,1834785.486,1.52269275,0.666666667,1
72,-0.253526097,47.33333333,1,10,0.803086029,0,NaN,NaN,3602526.623,1209973.515,0.666666667,0.666666667,0.107755528,0.714285714,-1105579.271,438565.6632,374084.9544,1.376621602,59004.29465,0
73,NaN,24,0.888888889,10,0.720092915,0,-0.654804233,0.666666667,1810.469994,476909.1573,0.666666667,0.712121212,0.141984027,0.888888889,833665.5906,-378652.588,0.666666667,1.478093172,120480.3907,0
74,-0.060028477,45.66666667,1,15,0.738666667,0,NaN,0.833333333,1.74E+07,861857.6423,0.695238095,0.681323914,0.132842511,NaN,NaN,2097486.678,0.666666667,1.42811932,258400.7003,0
75,0.01802501,104,0.914728682,10,0.770308123,0,0.305311685,1,-1053739.798,757020.3456,0.733333333,0.666666667,0.133329187,0.666666667,2632685.728,149036.1735,131034.4837,1.599675085,NaN,0
76,1.381668423,165.6666667,0.733333333,15,0.78858169,0,0.423438628,0.941176471,-318357.129,0.666666667,0.692357437,0.666666667,0.099906855,0.666666667,2602826.486,205482.255,454448.626,1.307923877,0.666666667,0
77,1.789579018,107.3333333,1,20,0.81981982,0,0.087320625,0.666666667,1633228.627,26.11724648,0.783625731,0.666666667,NaN,0.833333333,707785.422,152869.0137,931326.0588,1.328333576,272096.7674,0
78,NaN,130.6666667,0.848484848,10,0.72279496,0,NaN,0.708333333,633000.1532,481471.0834,0.73992674,0.666666667,-0.171290569,NaN,302015.0988,1120825.106,792099.316,NaN,372083.1479,0
79,0.656621603,34,NaN,20,0.755172414,0,0.163558528,0.769230769,-275294.3224,0.666666667,0.712643678,0.666666667,NaN,0.666666667,-610422.8085,70355.84913,503497.3823,1.398783005,0.666666667,0
80,NaN,100.6666667,0.717391304,25,0.747916667,0,0.090068861,0.666666667,785678.5205,632865.3524,0.761050855,0.666666667,-0.008291633,0.777777778,2659484.216,1780937.444,143179.0898,1.233766257,425653.8796,0
81,NaN,454,0.666666667,15,0.871428571,0,NaN,0.703703704,2894023.554,631459.9442,0.791666667,0.666666667,NaN,0.666666667,-259344.7522,3634664.603,254174.1053,1.365625,779816.7504,0
82,NaN,38.66666667,0.666666667,10,0.753687621,1,1.310602573,0.769230769,4707043.594,2900702.036,0.736623568,0.666666667,-0.103165952,1,1459059.261,298384.9751,0.666666667,1.234465045,0.666666667,1
83,-0.666230901,110.6666667,0.721088435,10,0.853713194,0,NaN,0.833333333,209634.8519,66110.03327,0.697318008,0.682414698,0.069446379,0.666666667,275934.8065,-31077.50224,0.666666667,1.486349036,0.666666667,0
84,NaN,80.66666667,0.84057971,20,0.718913691,1,NaN,1,1719854.129,31306.95861,0.75862069,0.666666667,NaN,1,-1302875.913,702571.8094,175248.971,1.55857473,0.666666667,1
85,-0.509126509,574,0.8,13.83333333,0.750437414,0,0.234320727,NaN,1293305.487,8645.290913,0.740740741,0.666666667,-0.13752908,0.888888889,-156192.5949,NaN,429313.4114,1.413678781,186325.3502,0
86,NaN,75.66666667,NaN,10,0.810185185,1,NaN,1,585960.4207,0.666666667,0.70609319,0.666666667,NaN,0.666666667,-92945.4971,233466.1873,431139.516,1.30463154,885954.2664,0
87,NaN,44,0.888888889,10,0.760486786,0,0.127241385,0.80952381,-2195989.712,269260.031,0.792929293,NaN,-0.118092719,0.833333333,NaN,247485.139,3563096.88,1.548033138,0.666666667,0
88,NaN,37.33333333,0.833333333,10,0.75629758,0,-0.138220207,1,598299.3012,359460.9646,0.719047619,0.666666667,NaN,0.693333333,2620502.273,2621378.77,390609.5934,1.315757542,0.666666667,0
89,NaN,NaN,0.833333333,10,0.7198994,0,0.407706829,1,228435.7645,0.666666667,0.787401575,0.666666667,-0.702583369,0.733333333,19979.6353,834411.4124,112939.1538,1.266666667,0.666666667,0
90,-0.14040324,337.3333333,0.72,10,0.817567568,0,0.071691864,0.666666667,1.14E+07,179056.6564,0.74906367,0.669356921,-0.068943461,NaN,1.03E+07,-6642.62635,1427496.184,1.213282279,397444.3685,0
91,-0.296657171,60.66666667,NaN,15,0.785185185,0,0.074726112,0.666666667,2151814.078,200762.3436,0.695142379,0.68,-0.088502836,1,-15837.29728,254115.0756,967139.3866,1.38425252,0.666666667,0
92,0.090430825,110.6666667,0.871794872,25,0.752877438,1,NaN,0.666666667,-58161.05823,0.666666667,0.750370558,0.666666667,NaN,0.682539683,2977886.992,4107855.16,584412.9797,1.496534352,1004874.526,0
93,-0.183487775,200.6666667,0.878787879,15,0.697183099,0,1.145602638,0.666666667,30524.34842,0.666666667,0.704413869,0.666666667,0.210037758,0.791666667,-406715.1043,3003892.304,867352.3618,1.144186191,0.666666667,0
94,NaN,145.6666667,NaN,10,0.73553719,0,2.102345794,0.814814815,-280650.6786,54289.92073,0.6875,0.681361974,0.037932198,NaN,-141263.5149,173044.6757,452251.0318,1.486387774,1145.497075,0
95,0.03641384,NaN,0.833333333,10,0.756408078,0,1.370125655,0.666666667,0.666666667,257177.5023,0.761111111,0.666666667,0.175407733,NaN,1.26E+07,137811.7656,144686.943,1.599675085,3431.866676,1
96,NaN,NaN,0.833333333,10,0.757248595,0,3.354514808,0.777777778,1613724.347,498898.0661,0.73989899,0.666666667,-0.11624431,0.666666667,472328.9906,4438.185746,4847680.864,1.521547682,216657.0362,0
97,1.137062462,92.33333333,0.714285714,25,0.776666667,0,1.350219428,0.708333333,-91416.14574,529957.2664,0.733333333,0.666666667,NaN,0.666666667,1.18E+07,342589.0977,854508.467,1.389067453,541749.083,0
98,NaN,44,0.8125,10,0.791366906,0,-0.041781341,0.666666667,1.18E+07,497627.5608,0.773809524,NaN,0.106842318,NaN,2140595.178,-368239.579,1007585.165,1.270053525,547655.8718,1
99,0.27482096,150.6666667,1,20,0.744489713,0,4.60E-04,0.666666667,-32541.6435,277126.5742,0.75,0.678890713,-0.142821342,0.666666667,1574926.526,753831.8986,1687726.775,1.273180969,2985519.461,0
100,0.018664602,80.66666667,0.710144928,15,0.785907859,1,NaN,0.888888889,926952.641,351346.4516,0.731707317,0.666666667,NaN,0.666666667,543318.6014,2107263.975,203497.5711,1.221426671,4721487.845,0
101,-0.08398395,42.33333333,0.862745098,15,0.752394636,1,0.48983875,0.666666667,-253230.3196,81566.54676,0.749190939,0.666666667,0.16514699,0.80952381,1712739.455,7774115.042,44371.82322,1.624541245,13273.92704,0
102,NaN,NaN,0.901960784,15,0.751851852,0,NaN,NaN,1424856.113,428298.0398,0.70170758,0.666666667,0.170782072,0.710144928,102815.0943,3770921.825,66805.54494,1.414216554,1306773.612,0
103,NaN,40.66666667,0.902777778,15,0.741633199,0,0.27369488,NaN,NaN,352293.7698,0.722118511,0.666666667,-0.137102052,NaN,336562.2228,746253.3998,137315.9594,1.336827264,0.666666667,0
104,-0.201747697,19,NaN,25,0.79342723,0,NaN,0.738095238,-48512.96539,96005.85545,0.713768116,0.666666667,0.017329072,1,-610422.8085,125590.7593,95824.35669,1.562241891,30127.4524,1
105,0.006357413,50.66666667,0.952380952,10,0.762962963,1,0.067867568,0.787878788,1367179.218,448596.7715,0.752083333,0.667146259,-0.06145175,1,1.43E+07,233579.3834,2002.568941,1.491973201,0.666666667,0
106,0.80024269,80.66666667,0.859903382,10,0.699346405,0,1.643582134,NaN,-105934.6039,3793.247754,0.752380952,0.669356921,0.139495348,0.714285714,1227805.435,-185967.7146,0.666666667,1.423428004,235292.0285,0
107,0.147142705,134,0.666666667,10,0.759481038,1,0.285418855,0.833333333,235738.8429,0.666666667,0.698717949,0.666666667,-0.070735976,0.680555556,785872.6916,0.666666667,681616.7067,1.544608885,39442.84035,0
108,0.098349013,NaN,NaN,10,0.902073546,0,-0.082553421,0.916666667,771928.6933,0.666666667,0.721088435,0.666666667,-0.061015877,0.666666667,-5976.663806,3167467.864,0.666666667,1.510001528,961098.0858,0
109,0.078160036,34,0.930735931,10,0.740181269,0,-0.010010976,NaN,780111.1149,0.666666667,0.756565657,0.666666667,0.149203077,0.98245614,2675765.528,370069.2161,249618.8434,1.321205715,40839.0439,0
110,2.006082217,34,NaN,10,0.821505376,1,NaN,0.666666667,-56397.69409,0.666666667,0.689265537,0.666666667,0.184809601,0.666666667,2742500.449,-243746.5715,955410.4538,1.571753428,0.666666667,0
111,-0.152769959,124,0.696969697,15,0.759009009,0,NaN,NaN,-71287.75797,292157.7138,0.717261905,0.666666667,0.116844581,0.666666667,2726012.764,7432728.078,5682844.975,1.412863925,34608.16222,0
112,-0.018519319,NaN,0.808080808,20,0.72615923,0,NaN,0.666666667,-145312.5995,370706.2055,0.8,0.666666667,0.194827248,0.94047619,-192451.7105,134317.7496,1623915.611,1.262953687,0.666666667,0
113,NaN,67.33333333,0.696969697,15,0.847222222,0,0.787082205,0.666666667,1211498.812,207358.824,0.781481481,0.666666667,NaN,0.666666667,1.05E+07,1248.721513,2828030.105,1.537669238,NaN,0
114,0.278299598,30.66666667,0.733333333,10,0.810996564,0,NaN,1,190039.6246,0.666666667,0.746666336,0.666666667,0.166191223,0.666666667,235607.7254,1068706.993,1458787.722,1.405577678,32201.58768,0
115,0.013032593,125.6666667,0.80952381,10,0.813333333,1,NaN,0.808069221,17701.97413,42142.75214,0.700625559,0.691331989,0.07212199,0.777777778,-220135.812,2158343.117,779429.9221,1.460971325,0.666666667,0
116,-0.066388386,NaN,0.974358974,15,0.891472868,0,0.185620416,1,2142177.924,679072.0677,0.743183098,0.666666667,NaN,1,7494549.227,-373605.624,981446.8725,1.419736048,33345.99069,0
117,NaN,74,0.666666667,20,0.694835681,1,0.321986665,0.666666667,7049751.942,4916.794546,0.752989924,0.666666667,0.230707761,1,996101.9743,1366495.701,549555.5367,1.208677282,NaN,1
118,0.144439539,102.3333333,0.877192982,15,0.698884758,0,3.07064915,0.666666667,1020607.987,30797.05835,0.734428149,0.671038975,0.017941588,NaN,6614638.748,22215.35536,175718.7101,1.400703216,412219.9929,0
119,0.344445532,NaN,0.666666667,15,0.688888889,0,NaN,NaN,-91416.14574,0.666666667,0.728470111,0.666666667,0.022146206,0.979166667,229397.2271,160600.2795,0.666666667,1.486387774,1427052.637,0
120,0.194264038,94,0.666666667,15,0.708333333,0,1.713445904,0.708333333,2.30E+07,138807.7686,0.762626263,0.677777778,-0.118933228,0.666666667,1871846.178,-20355.6256,0.666666667,1.419769294,0.666666667,0
